"Get Config","Get Config",module,RatePAY_Payment
"Request Failed","Request Failed",module,RatePAY_Payment
"Country not supported by credentials","Country not supported by credentials",module,RatePAY_Payment
"dob data invalid","Veuillez vérifier les informations fournies. Pour utiliser le moyen de paiement sélectionné, vous devez être âgé de plus de 18 ans et la date de naissance doit être renseignée selon le format TT.MM.JJJJ.",module,RatePAY_Payment
"iban data invalid","Veuillez saisir un IBAN valide.",module,RatePAY_Payment
"phone data invalid","Veuillez fournir un numéro de téléphone valide pour le moyen de paiement choisi.",module,RatePAY_Payment
"phone not valid","Veuillez fournir un numéro de téléphone valide pour le moyen de paiement choisi.",module,RatePAY_Payment
"b2b not allowed","Ce moyen de paiement n’est pas disponible pour les entreprises clientes.",module,RatePAY_Payment
"ala not allowed","Pour utiliser ce moyen de paiement, l’adresse de facturation doit correspondre à l’adresse de livraison.",module,RatePAY_Payment
"PROD credentials in sandbox mode","PROD credentials in sandbox mode",module,RatePAY_Payment
"INT credentials in live mode","INT credentials in live mode",module,RatePAY_Payment
"No Ajax Connection","No Ajax Connection",module,RatePAY_Payment
"Sandbox Notifcation","Sandbox Notifcation",module,RatePAY_Payment
"Missing contact informations","Afin de procéder à l'achat, veuillez indiquer le moyen de paiement et fournir les informations suivantes :",module,RatePAY_Payment
"Tax/VAT number","Numéro de TVA",module,RatePAY_Payment
Alter,Alter,module,RatePAY_Payment
Phone,Numéro de téléphone,module,RatePAY_Payment
"Date of Birth","Date de naissance",module,RatePAY_Payment
Day,Jour,module,RatePAY_Payment
Month,Mois,module,RatePAY_Payment
Year,Année,module,RatePAY_Payment
DD,jj,module,RatePAY_Payment
MM,mm,module,RatePAY_Payment
YYYY,aaaa,module,RatePAY_Payment
"Ratepay address","Ratepay address",module,RatePAY_Payment
"Creditor","Creditor: ",module,RatePAY_Payment
"Ratepay Creditor ID","DE39RPY00000568463",module,RatePAY_Payment
Mandate,Mandate,module,RatePAY_Payment
"Mandate Ref","Mandate Ref",module,RatePAY_Payment
"insert bankdata","Veuillez saisir un numéro de téléphone valide.",module,RatePAY_Payment
"Account holder","titulaire du compte",module,RatePAY_Payment
IBAN,IBAN,module,RatePAY_Payment
"Mandate","Mandate reference: ",module,RatePAY_Payment
"Mandate Ref","(is transmitted after sale)",module,RatePAY_Payment
"ratepay_directdebit_sepa_link","Lire le formulaire de consentement concernant le mandat SEPA",module,RatePAY_Payment
"ratepay_directdebit_sepa_terms_block_1","Je consens par la présente à ce que mes données soient transmises à ",module,RatePAY_Payment
"Ratepay address","RatePAY GmbH, Franklinstraße 28-29, 10587 Berlin",module,RatePAY_Payment
"ratepay_directdebit_sepa_terms_block_2","conformément à ",module,RatePAY_Payment
"ratepay_directdebit_sepa_terms_block_3","et autorise ainsi le prélèvement automatique depuis mon compte mentionné ci-dessus des paiements relatifs au présent contrat. J’enjoins également mon établissement de crédit à acquitter les prélèvements automatiques depuis mon compte par RatePAY GmbH.",module,RatePAY_Payment
"ratepay_directdebit_sepa_notice_block_1","Indication:",module,RatePAY_Payment
"ratepay_directdebit_sepa_notice_block_2","après formation du contrat, ma référence de mandat me sera transmise par RatePAY. Je dispose de huit semaines à compter de la date de prélèvement pour exiger le remboursement du montant prélevé.",module,RatePAY_Payment
"ratepay_directdebit_sepa_notice_block_3","Je dispose de huit semaines à compter de la date de prélèvement pour exiger le remboursement du montant prélevé. Les conditions ayant fait l’objet d’un accord avec mon établissement de crédit s’appliquent.",module,RatePAY_Payment
"Place Order","Place Order",module,RatePAY_Payment
"Vat ID","Numéro de TVA",module,RatePAY_Payment
"Phone Number","Numéro de téléphone",module,RatePAY_Payment
Ratepay,Ratepay,module,RatePAY_Payment
Germany,Germany,module,RatePAY_Payment
Invoice,Invoice,module,RatePAY_Payment
Enabled,Enabled,module,RatePAY_Payment
ProfileID,ProfileID,module,RatePAY_Payment
"Security Code","Security Code",module,RatePAY_Payment
"Activate Sandbox","Activate Sandbox",module,RatePAY_Payment
"Status RatePAY","Status RatePAY",module,RatePAY_Payment
Title,Title,module,RatePAY_Payment
"Specific Countries Billing","Specific Countries Billing",module,RatePAY_Payment
"Specific Countries Delivery","Specific Countries Delivery",module,RatePAY_Payment
Currency,Currency,module,RatePAY_Payment
"Minimum Order Total","Minimum Order Total",module,RatePAY_Payment
"Maximum Order Total","Maximum Order Total",module,RatePAY_Payment
"Due Days","Due Days",module,RatePAY_Payment
B2B,B2B,module,RatePAY_Payment
"Maximum Order Total B2B","Maximum Order Total B2B",module,RatePAY_Payment
"Delivery Address","Delivery Address",module,RatePAY_Payment
"Payment Fee","Payment Fee",module,RatePAY_Payment
"New Order Status","New Order Status",module,RatePAY_Payment
"Sort Order","Sort Order",module,RatePAY_Payment
"Direct Debit","Direct Debit",module,RatePAY_Payment
"Maximum Oder Total","Maximum Oder Total",module,RatePAY_Payment
"Nur SEPA/IBAN Kontodaten","Nur SEPA/IBAN Kontodaten",module,RatePAY_Payment
"RatePAY-Datenschutzerklärung Url","la politique de confidentialité RatePAY ",module,RatePAY_Payment
Austria,Austria,module,RatePAY_Payment
Switzerland,Switzerland,module,RatePAY_Payment
"Automated Data Procedure Error","Votre paiement via RatePAY a malheureusement été refusé. Cette décision est le résultat d'un traitement automatique des données. Pour plus de renseignements, veuillez consulter les Conditions Générales de Ventes ainsi que la déclaration de confidentialité des données concernant les méthodes de paiement de RatePAY.",module,RatePAY_Payment
ratepay_terms_block_1, "Les" ,module,RatePAY_Payment
ratepay_terms_block_2, "conditions générales supplémentaires ainsi que les informations sur la protection des données" ,module,RatePAY_Payment
ratepay_terms_block_3, "de RatePAY GmbH s´appliquent" ,module,RatePAY_Payment
"rp_calculation_intro_part1","Im Folgenden können Sie entscheiden, wie Sie die Ratenzahlung gestalten möchten. Legen Sie bequem die Anzahl der Raten und somit ",module,RatePAY_Payment
"rp_calculation_intro_part2","die Laufzeit",module,RatePAY_Payment
"rp_calculation_intro_part3"," der Ratenzahlung fest. Oder bestimmen sie einfach die gewünschte ",module,RatePAY_Payment
"rp_calculation_intro_part4","monatliche Ratenhöhe.",module,RatePAY_Payment
"rp_runtime_title","Runtime",module,RatePAY_Payment
"rp_runtime_description", "Amount of monthly installments",module,RatePAY_Payment
"rp_rate_title","Installment amount",module,RatePAY_Payment
"rp_rate_description","Amount of the monthly installment",module,RatePAY_Payment
"rp_calculate_rate","Calculate installment",module,RatePAY_Payment
"rp_personal_calculation","Personal calculation",module,RatePAY_Payment
"rp_reason_code_translation_603","Die Wunschrate entspricht den vorgegebenen Bedingungen.",module,RatePAY_Payment
"rp_reason_code_translation_671","Die letzte Rate war niedriger als erlaubt. Laufzeit und/oder Rate wurden angepasst.",module,RatePAY_Payment
"rp_reason_code_translation_688","Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit langer Laufzeit erlaubt. Die Laufzeit wurde angepasst.",module,RatePAY_Payment
"rp_reason_code_translation_689","Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit kurzer Laufzeit erlaubt. Die Laufzeit wurde angepasst.",module,RatePAY_Payment
"rp_reason_code_translation_695","Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert.",module,RatePAY_Payment
"rp_reason_code_translation_696","Die Wunschrate ist zu niedrig. Die Rate wurde erh&ouml;ht.",module,RatePAY_Payment
"rp_reason_code_translation_697","F&uuml;r die gew&auml;hlte Ratenh&ouml;he ist keine entsprechende Laufzeit verf&uuml;gbar. Die Ratenh&ouml;he wurde angepasst.",module,RatePAY_Payment
